id	name	category
NCBITaxon:2293047	Clostridium sp. OM07-10AC	biolink:OrganismTaxon
NCBITaxon:480391	Pediococcus argentinicus	biolink:OrganismTaxon
NCBITaxon:2212467	Bacteroidaceae bacterium	biolink:OrganismTaxon
NCBITaxon:2003188	Parolsenella catena	biolink:OrganismTaxon
NCBITaxon:2109685	Olsenella sp. GAM18	biolink:OrganismTaxon
NCBITaxon:1134687	Klebsiella michiganensis	biolink:OrganismTaxon
NCBITaxon:2293107	Eubacterium sp. AF34-35BH	biolink:OrganismTaxon
NCBITaxon:1702285	Intestinimonas gabonensis	biolink:OrganismTaxon
NCBITaxon:438033	Ruminococcus gauvreauii	biolink:OrganismTaxon
NCBITaxon:33964	Leuconostoc citreum	biolink:OrganismTaxon
NCBITaxon:1683	Bifidobacterium angulatum	biolink:OrganismTaxon
NCBITaxon:384638	[Bacteroides] pectinophilus	biolink:OrganismTaxon
NCBITaxon:2316025	Mediterraneibacter butyricigenes	biolink:OrganismTaxon
NCBITaxon:2292206	Clostridium sp. AF27-2AA	biolink:OrganismTaxon
NCBITaxon:2709718	Blautia sp. MSK.20.85	biolink:OrganismTaxon
NCBITaxon:2292272	Lachnospiraceae bacterium OM04-12BH	biolink:OrganismTaxon
NCBITaxon:536633	Blautia glucerasea	biolink:OrganismTaxon
NCBITaxon:2742763	Blautia sp. MSK.21.1	biolink:OrganismTaxon
NCBITaxon:1715004	Clostridiales bacterium KLE1615	biolink:OrganismTaxon
NCBITaxon:1871035	Negativibacillus massiliensis	biolink:OrganismTaxon
NCBITaxon:1871018	Angelakisella massiliensis	biolink:OrganismTaxon
NCBITaxon:1987501	Massiliimalia timonensis	biolink:OrganismTaxon
UMLS:C5494493	Candidatus Avimicrobium caecorum	biolink:OrganismTaxon
UMLS:C5457001	Clostridium fessum	biolink:OrganismTaxon
NCBITaxon:2721154	Candidatus Schneewindia gallinarum	biolink:OrganismTaxon
NCBITaxon:1335613	Gordonibacter urolithinfaciens	biolink:OrganismTaxon
UMLS:C5494486	Candidatus Gallimonas merdae	biolink:OrganismTaxon
NCBITaxon:1689270	Intestinimonas timonensis	biolink:OrganismTaxon
NCBITaxon:673271	Catenibacillus scindens	biolink:OrganismTaxon
NCBITaxon:2291991	Ruminococcaceae bacterium AM07-15	biolink:OrganismTaxon
NCBITaxon:1673721	Intestinimonas massiliensis (ex Afouda et al. 2020)	biolink:OrganismTaxon
NCBITaxon:105612	Dellaglioa algida	biolink:OrganismTaxon
NCBITaxon:1034346	Dielma fastidiosa	biolink:OrganismTaxon
NCBITaxon:508460	Cloacibacillus evryensis	biolink:OrganismTaxon
NCBITaxon:2358141	Anaerotignum faecicola	biolink:OrganismTaxon
NCBITaxon:1234680	Streptococcus rubneri	biolink:OrganismTaxon
NCBITaxon:1653435	Merdimonas faecis	biolink:OrganismTaxon
NCBITaxon:1252	Leuconostoc carnosum	biolink:OrganismTaxon
NCBITaxon:2584659	Lactonifactor sp. BIOML-A6	biolink:OrganismTaxon
NCBITaxon:2720812	Candidatus Gallimonas faecium	biolink:OrganismTaxon
NCBITaxon:1318	Streptococcus parasanguinis	biolink:OrganismTaxon
NCBITaxon:1977277	Anaerococcus sp. Marseille-P3625	biolink:OrganismTaxon
UMLS:C5494482	Candidatus Gallimonas caecicola	biolink:OrganismTaxon
NCBITaxon:1965566	Erysipelatoclostridium sp. An15	biolink:OrganismTaxon
UMLS:C5494485	Candidatus Gallimonas intestinalis	biolink:OrganismTaxon
NCBITaxon:1697793	Clostridia bacterium UC5.1-1E11	biolink:OrganismTaxon
NCBITaxon:1965562	Lachnoclostridium sp. An14	biolink:OrganismTaxon
NCBITaxon:1965549	Gemmiger sp. An120	biolink:OrganismTaxon
NCBITaxon:1780379	Clostridiales bacterium CHKCI006	biolink:OrganismTaxon
NCBITaxon:1855299	Oscillibacter sp. PC13	biolink:OrganismTaxon
NCBITaxon:1288121	Alistipes senegalensis	biolink:OrganismTaxon
NCBITaxon:2530391	Duncaniella freteri	biolink:OrganismTaxon
NCBITaxon:747645	Parvibacter caecicola	biolink:OrganismTaxon
NCBITaxon:2293024	Clostridium sp. AM22-11AC	biolink:OrganismTaxon
NCBITaxon:118562	Arthrospira platensis	biolink:OrganismTaxon
NCBITaxon:2293831	Lachnospiraceae bacterium OF09-6	biolink:OrganismTaxon
NCBITaxon:2292006	Clostridium sp. AF32-12BH	biolink:OrganismTaxon
NCBITaxon:2292961	Blautia sp. AF19-10LB	biolink:OrganismTaxon
NCBITaxon:28025	Bifidobacterium animalis	biolink:OrganismTaxon
UMLS:C2698882	Probiotic Acidophilus	biolink:OrganismTaxon
NCBITaxon:2293103	Eubacterium sp. AF15-50	biolink:OrganismTaxon
NCBITaxon:2292997	Clostridium sp. AF15-49	biolink:OrganismTaxon
NCBITaxon:2292190	Alistipes sp. AF17-16	biolink:OrganismTaxon
NCBITaxon:2052159	Coriobacteriia bacterium	biolink:OrganismTaxon
NCBITaxon:1655	Actinomyces naeslundii	biolink:OrganismTaxon
NCBITaxon:2026772	Opitutales bacterium	biolink:OrganismTaxon
NCBITaxon:242230	Eggerthella sinensis	biolink:OrganismTaxon
NCBITaxon:2041842	Neobittarella massiliensis	biolink:OrganismTaxon
NCBITaxon:1965538	Flavonifractor sp. An100	biolink:OrganismTaxon
NCBITaxon:137591	Weissella cibaria	biolink:OrganismTaxon
NCBITaxon:1745713	Bariatricus massiliensis	biolink:OrganismTaxon
NCBITaxon:847	Oxalobacter formigenes	biolink:OrganismTaxon
UMLS:C5253113	Dialister hominis	biolink:OrganismTaxon
NCBITaxon:2292066	Roseburia sp. AM23-20	biolink:OrganismTaxon
NCBITaxon:106588	Pseudoflavonifractor capillosus	biolink:OrganismTaxon
NCBITaxon:2293012	Clostridium sp. AF34-13	biolink:OrganismTaxon
NCBITaxon:290055	Faecalicatena fissicatena	biolink:OrganismTaxon
NCBITaxon:2293035	Clostridium sp. AM49-4BH	biolink:OrganismTaxon
NCBITaxon:2293011	Clostridium sp. AF34-10BH	biolink:OrganismTaxon
NCBITaxon:2292274	Clostridiaceae bacterium OM08-6BH	biolink:OrganismTaxon
NCBITaxon:2293015	Clostridium sp. AF36-4	biolink:OrganismTaxon
NCBITaxon:2058152	Klebsiella grimontii	biolink:OrganismTaxon
NCBITaxon:1473216	Senegalimassilia anaerobia	biolink:OrganismTaxon
NCBITaxon:1841855	Bacteroides bouchesdurhonensis	biolink:OrganismTaxon
NCBITaxon:944036	Blastocystis sp. subtype 1	biolink:OrganismTaxon
NCBITaxon:296	Pseudomonas fragi	biolink:OrganismTaxon
NCBITaxon:2292001	Bacteroides sp. AM10-21B	biolink:OrganismTaxon
NCBITaxon:1246	Leuconostoc lactis	biolink:OrganismTaxon
NCBITaxon:1580	Levilactobacillus brevis	biolink:OrganismTaxon
NCBITaxon:1334	Streptococcus dysgalactiae	biolink:OrganismTaxon
NCBITaxon:572010	Slackia isoflavoniconvertens	biolink:OrganismTaxon
NCBITaxon:2447885	Bacteroides faecalis	biolink:OrganismTaxon
NCBITaxon:1261635	Roseburia sp. 831b	biolink:OrganismTaxon
NCBITaxon:54062	Pediococcus parvulus	biolink:OrganismTaxon
NCBITaxon:2093856	Butyricimonas faecalis	biolink:OrganismTaxon
NCBITaxon:1470345	Bacteroides timonensis	biolink:OrganismTaxon
NCBITaxon:1903261	Mailhella massiliensis	biolink:OrganismTaxon
NCBITaxon:225992	Comamonas kerstersii	biolink:OrganismTaxon
NCBITaxon:165096	Weissella koreensis	biolink:OrganismTaxon
NCBITaxon:208223	Kosakonia cowanii	biolink:OrganismTaxon
NCBITaxon:2049044	Erysipelotrichaceae bacterium	biolink:OrganismTaxon
NCBITaxon:158836	Enterobacter hormaechei	biolink:OrganismTaxon
UMLS:C5494483	Candidatus Gallimonas faecavium	biolink:OrganismTaxon
NCBITaxon:1965646	Barnesiella sp. An55	biolink:OrganismTaxon
NCBITaxon:1280	Staphylococcus aureus	biolink:OrganismTaxon
NCBITaxon:1870994	Urmitella timonensis	biolink:OrganismTaxon
NCBITaxon:1597	Lacticaseibacillus paracasei	biolink:OrganismTaxon
NCBITaxon:2053624	Synergistaceae bacterium	biolink:OrganismTaxon
NCBITaxon:1852366	Holdemania sp. Marseille-P2844	biolink:OrganismTaxon
NCBITaxon:28135	Segatella oris	biolink:OrganismTaxon
NCBITaxon:2052179	Peptococcaceae bacterium	biolink:OrganismTaxon
NCBITaxon:33025	Phascolarctobacterium faecium	biolink:OrganismTaxon
NCBITaxon:2144175	Megasphaera stantonii	biolink:OrganismTaxon
NCBITaxon:1723384	Fenollaria timonensis	biolink:OrganismTaxon
NCBITaxon:712411	Olsenella sp. oral taxon 807	biolink:OrganismTaxon
NCBITaxon:544581	Actinomyces johnsonii	biolink:OrganismTaxon
NCBITaxon:77917	Fusobacterium naviforme	biolink:OrganismTaxon
NCBITaxon:341694	Peptostreptococcus stomatis	biolink:OrganismTaxon
NCBITaxon:1111134	Peptoniphilus sp. BV3C26	biolink:OrganismTaxon
NCBITaxon:1577792	Terrisporobacter othiniensis	biolink:OrganismTaxon
NCBITaxon:626938	Succinatimonas hippei	biolink:OrganismTaxon
NCBITaxon:1287640	Anaerococcus obesiensis	biolink:OrganismTaxon
NCBITaxon:131111	Schaalia turicensis	biolink:OrganismTaxon
NCBITaxon:1337051	Murimonas intestini	biolink:OrganismTaxon
NCBITaxon:824	Campylobacter gracilis	biolink:OrganismTaxon
NCBITaxon:1528099	Lawsonella clevelandensis	biolink:OrganismTaxon
NCBITaxon:2109689	Clostridiales bacterium Choco116	biolink:OrganismTaxon
NCBITaxon:1871030	Merdibacter massiliensis	biolink:OrganismTaxon
NCBITaxon:626935	Collinsella tanakaei	biolink:OrganismTaxon
UMLS:C5494639	Candidatus Metaruminococcus caecorum	biolink:OrganismTaxon
NCBITaxon:1796622	Extibacter muris	biolink:OrganismTaxon
UMLS:C0317495	Eubacterium brachy	biolink:OrganismTaxon
UMLS:C5494643	Candidatus Neochristensenella gallicola	biolink:OrganismTaxon
NCBITaxon:2720834	Candidatus Geddesella stercoravicola	biolink:OrganismTaxon
NCBITaxon:2721156	Candidatus Timburyella stercoris	biolink:OrganismTaxon
NCBITaxon:1472761	Enorma massiliensis	biolink:OrganismTaxon
NCBITaxon:89152	Peptacetobacter hiranonis	biolink:OrganismTaxon
NCBITaxon:2721142	Candidatus Paralachnospira caecorum	biolink:OrganismTaxon
NCBITaxon:1780380	Eubacteriaceae bacterium CHKCI004	biolink:OrganismTaxon
NCBITaxon:1965547	Lachnoclostridium sp. An118	biolink:OrganismTaxon
NCBITaxon:2721132	Candidatus Metalachnospira gallinarum	biolink:OrganismTaxon
NCBITaxon:1673720	Anaerotruncus massiliensis (ex Togo et al. 2019)	biolink:OrganismTaxon
NCBITaxon:1681	Bifidobacterium bifidum	biolink:OrganismTaxon
NCBITaxon:147207	Collinsella intestinalis	biolink:OrganismTaxon
UMLS:C5470679	Hydrogeniiclostridium mannosilyticum	biolink:OrganismTaxon
NCBITaxon:1661	Trueperella pyogenes	biolink:OrganismTaxon
NCBITaxon:1870991	Massilioclostridium coli	biolink:OrganismTaxon
NCBITaxon:1776384	Emergencia timonensis	biolink:OrganismTaxon
NCBITaxon:139208	Isoptericola variabilis	biolink:OrganismTaxon
UMLS:C4612834	Dorea phocaeensis	biolink:OrganismTaxon
NCBITaxon:29347	[Clostridium] scindens	biolink:OrganismTaxon
NCBITaxon:1796635	Longicatena caecimuris	biolink:OrganismTaxon
NCBITaxon:2897707	Merdimmobilis hominis	biolink:OrganismTaxon
NCBITaxon:1519439	Oscillibacter sp. ER4	biolink:OrganismTaxon
NCBITaxon:1982628	Faecalibacillus faecis	biolink:OrganismTaxon
NCBITaxon:2500537	Candidatus Cibiobacter qucibialis	biolink:OrganismTaxon
NCBITaxon:1465754	Alistipes timonensis	biolink:OrganismTaxon
NCBITaxon:267818	Lactobacillus kefiranofaciens	biolink:OrganismTaxon
NCBITaxon:1267	Sarcina ventriculi	biolink:OrganismTaxon
NCBITaxon:28449	Neisseria subflava	biolink:OrganismTaxon
NCBITaxon:549	Pantoea agglomerans	biolink:OrganismTaxon
UMLS:C5494495	Candidatus Alangreenwoodia gallinarii	biolink:OrganismTaxon
NCBITaxon:2049052	Acidaminococcaceae bacterium	biolink:OrganismTaxon
NCBITaxon:45634	Streptococcus cristatus	biolink:OrganismTaxon
NCBITaxon:1255	Pediococcus pentosaceus	biolink:OrganismTaxon
NCBITaxon:2560852	Collinsella sp. BA40	biolink:OrganismTaxon
NCBITaxon:1541	Terrisporobacter mayombei	biolink:OrganismTaxon
UMLS:C5494642	Candidatus Neoanaerotignum tabaqchaliae	biolink:OrganismTaxon
NCBITaxon:1472416	Butyricimonas faecihominis	biolink:OrganismTaxon
NCBITaxon:1965570	Anaeromassilibacillus sp. An172	biolink:OrganismTaxon
NCBITaxon:2756	Brochothrix thermosphacta	biolink:OrganismTaxon
NCBITaxon:82135	Fannyhessea vaginae	biolink:OrganismTaxon
NCBITaxon:1383	Atopobium rimae	biolink:OrganismTaxon
NCBITaxon:2292307	Clostridium sp. AM58-1XD	biolink:OrganismTaxon
NCBITaxon:1965629	Flavonifractor sp. An306	biolink:OrganismTaxon
NCBITaxon:1871029	Intestinibacillus massiliensis	biolink:OrganismTaxon
NCBITaxon:2292991	Catenibacterium sp. AM22-15	biolink:OrganismTaxon
NCBITaxon:28128	Prevotella corporis	biolink:OrganismTaxon
NCBITaxon:544580	Actinomyces oris	biolink:OrganismTaxon
NCBITaxon:78448	Bifidobacterium pullorum	biolink:OrganismTaxon
NCBITaxon:851	Fusobacterium nucleatum	biolink:OrganismTaxon
NCBITaxon:2292358	Megasphaera sp. AM44-1BH	biolink:OrganismTaxon
UMLS:C5253661	Alistipes dispar	biolink:OrganismTaxon
NCBITaxon:1776383	Clostridium sp. SN20	biolink:OrganismTaxon
NCBITaxon:2721127	Candidatus Heritagella gallinarum	biolink:OrganismTaxon
NCBITaxon:1965603	Blautia sp. An249	biolink:OrganismTaxon
NCBITaxon:2292211	Collinsella sp. AF08-23	biolink:OrganismTaxon
NCBITaxon:1599	Latilactobacillus sakei	biolink:OrganismTaxon
UMLS:C5494500	Candidatus Aristotella avistercoris	biolink:OrganismTaxon
NCBITaxon:1965557	Massilimicrobiota sp. An134	biolink:OrganismTaxon
NCBITaxon:1950822	Clostridiales bacterium UBA1390	biolink:OrganismTaxon
NCBIGene:115206084	LOC115206084	biolink:Gene
NCBIGene:51435	SCARA3	biolink:Gene
NCBIGene:1843	DUSP1	biolink:Gene
NCBIGene:8553	BHLHE40	biolink:Gene
NCBIGene:547	KIF1A	biolink:Gene
NCBIGene:151516	ASPRV1	biolink:Gene
NCBIGene:150928	PTMAP5	biolink:Gene
NCBIGene:100874381	NPIPP1	biolink:Gene
NCBIGene:7276	TTR	biolink:Gene
NCBIGene:2957	GTF2A1	biolink:Gene
NCBIGene:26864	RNVU1-7	biolink:Gene
NCBIGene:96626	LIMS3	biolink:Gene
NCBIGene:723790	H2AC19	biolink:Gene
NCBIGene:5966	REL	biolink:Gene
NCBIGene:602	BCL3	biolink:Gene
NCBIGene:4792	NFKBIA	biolink:Gene
NCBIGene:9782	MATR3	biolink:Gene
NCBIGene:728492	SERF1B	biolink:Gene
NCBIGene:1490	CCN2	biolink:Gene
NCBIGene:10551	AGR2	biolink:Gene
NCBIGene:80149	ZC3H12A	biolink:Gene
NCBIGene:23705	CADM1	biolink:Gene
NCBIGene:1803	DPP4	biolink:Gene
NCBIGene:9641	IKBKE	biolink:Gene
NCBIGene:50624	CUZD1	biolink:Gene
NCBIGene:7204	TRIO	biolink:Gene
NCBIGene:23067	SETD1B	biolink:Gene
NCBIGene:100529063	BCL2L2-PABPN1	biolink:Gene
NCBIGene:3685	ITGAV	biolink:Gene
NCBIGene:3280	HES1	biolink:Gene
NCBIGene:1374	CPT1A	biolink:Gene
NCBIGene:3491	CCN1	biolink:Gene
NCBIGene:57674	RNF213	biolink:Gene
NCBIGene:57537	SORCS2	biolink:Gene
NCBIGene:4791	NFKB2	biolink:Gene
NCBIGene:3857	KRT9	biolink:Gene
NCBIGene:4035	LRP1	biolink:Gene
NCBIGene:3696	ITGB8	biolink:Gene
NCBIGene:100527960	MROH7-TTC4	biolink:Gene
NCBIGene:100526836	BLOC1S5-TXNDC5	biolink:Gene
NCBIGene:654483	BOLA2B	biolink:Gene
NCBIGene:50506	DUOX2	biolink:Gene
NCBIGene:5971	RELB	biolink:Gene
NCBIGene:10003	NAALAD2	biolink:Gene
NCBIGene:51421	AMOTL2	biolink:Gene
NCBIGene:3487	IGFBP4	biolink:Gene
NCBIGene:3918	LAMC2	biolink:Gene
NCBIGene:7033	TFF3	biolink:Gene
NCBIGene:56891	LGALS14	biolink:Gene
NCBIGene:2260	FGFR1	biolink:Gene
NCBIGene:8796	SCEL	biolink:Gene
NCBIGene:340895	MALRD1	biolink:Gene
NCBIGene:6483	ST3GAL2	biolink:Gene
NCBIGene:7461	CLIP2	biolink:Gene
NCBIGene:5554	PRH1	biolink:Gene
NCBIGene:6509	SLC1A4	biolink:Gene
NCBIGene:4773	NFATC2	biolink:Gene
NCBIGene:4240	MFGE8	biolink:Gene
NCBIGene:3827	KNG1	biolink:Gene
NCBIGene:8878	SQSTM1	biolink:Gene
NCBIGene:23023	TMCC1	biolink:Gene
NCBIGene:6550	SLC9A3	biolink:Gene
NCBIGene:2938	GSTA1	biolink:Gene
NCBIGene:10071	MUC12	biolink:Gene
NCBIGene:54813	KLHL28	biolink:Gene
NCBIGene:55037	PTCD3	biolink:Gene
NCBIGene:6840	SVIL	biolink:Gene
NCBIGene:54866	PPP1R14D	biolink:Gene
NCBIGene:85379	KIAA1671	biolink:Gene
NCBIGene:84640	USP38	biolink:Gene
NCBIGene:653145	ANXA8	biolink:Gene
NCBIGene:348	APOE	biolink:Gene
NCBIGene:8085	KMT2D	biolink:Gene
NCBIGene:894	CCND2	biolink:Gene
NCBIGene:335	APOA1	biolink:Gene
NCBIGene:5339	PLEC	biolink:Gene
NCBIGene:3398	ID2	biolink:Gene
NCBIGene:5362	PLXNA2	biolink:Gene
NCBIGene:389058	SP5	biolink:Gene
NCBIGene:100506211	MIR210HG	biolink:Gene
NCBIGene:7538	ZFP36	biolink:Gene
NCBIGene:28982	FLVCR1	biolink:Gene
NCBIGene:5308	PITX2	biolink:Gene
NCBIGene:6648	SOD2	biolink:Gene
NCBIGene:8140	SLC7A5	biolink:Gene
NCBIGene:4828	NMB	biolink:Gene
NCBIGene:11074	TRIM31	biolink:Gene
NCBIGene:6622	SNCA	biolink:Gene
NCBIGene:84699	CREB3L3	biolink:Gene
NCBIGene:79646	PANK3	biolink:Gene
NCBIGene:6498	SKIL	biolink:Gene
NCBIGene:9371	KIF3B	biolink:Gene
NCBIGene:340152	ZC3H12D	biolink:Gene
NCBIGene:317760	ADAM20P1	biolink:Gene
NCBIGene:23135	KDM6B	biolink:Gene
NCBIGene:4938	OAS1	biolink:Gene
NCBIGene:389524	GTF2IRD2B	biolink:Gene
NCBIGene:55088	CCDC186	biolink:Gene
NCBIGene:80301	PLEKHO2	biolink:Gene
NCBIGene:101059953	NPIPA8	biolink:Gene
NCBIGene:79982	DNAJB14	biolink:Gene
NCBIGene:8727	CTNNAL1	biolink:Gene
NCBIGene:4038	LRP4	biolink:Gene
NCBIGene:347	APOD	biolink:Gene
NCBIGene:165679	SPTSSB	biolink:Gene
NCBIGene:100532732	MSH5-SAPCD1	biolink:Gene
NCBIGene:462	SERPINC1	biolink:Gene
NCBIGene:10802	SEC24A	biolink:Gene
NCBIGene:644815	FAM83G	biolink:Gene
NCBIGene:55959	SULF2	biolink:Gene
NCBIGene:107075116	MIR3142HG	biolink:Gene
NCBITaxon:2479767	Blautia sp. SC05B48	biolink:OrganismTaxon
NCBITaxon:1351	Enterococcus faecalis	biolink:OrganismTaxon
UMLS:C5059023	Intestinibaculum porci	biolink:OrganismTaxon
NCBITaxon:33959	Lactobacillus johnsonii	biolink:OrganismTaxon
UMLS:C2268862	Methanobrevibacter olleyae	biolink:OrganismTaxon
NCBITaxon:1598	Limosilactobacillus reuteri	biolink:OrganismTaxon
UMLS:C0995945	Methanosphaera stadtmanae	biolink:OrganismTaxon
NCBITaxon:53346	Enterococcus mundtii	biolink:OrganismTaxon
NCBITaxon:2173853	Streptococcus chenjunshii	biolink:OrganismTaxon
NCBITaxon:1737424	Blautia massiliensis (ex Durand et al. 2017)	biolink:OrganismTaxon
NCBITaxon:1042156	Clostridium sp. SY8519	biolink:OrganismTaxon
NCBITaxon:2292205	Clostridium sp. AF20-17LB	biolink:OrganismTaxon
NCBITaxon:1604	Lactobacillus amylovorus	biolink:OrganismTaxon
NCBITaxon:47770	Lactobacillus crispatus	biolink:OrganismTaxon
NCBITaxon:1596	Lactobacillus gasseri	biolink:OrganismTaxon
NCBITaxon:1633	Limosilactobacillus vaginalis	biolink:OrganismTaxon
UMLS:C5483085	Pseudoruminococcus massiliensis	biolink:OrganismTaxon
NCBITaxon:186928	unclassified Lachnospiraceae	biolink:OrganismTaxon
UMLS:C4103509	Rhizorhapis	biolink:OrganismTaxon
NCBITaxon:40323	Stenotrophomonas	biolink:OrganismTaxon
NCBITaxon:39779	unclassified Eubacteriales	biolink:OrganismTaxon
NCBITaxon:473772	unclassified Oscillospiraceae	biolink:OrganismTaxon
NCBITaxon:507	Alcaligenes	biolink:OrganismTaxon
NCBITaxon:210425	Proteus <salamanders>	biolink:OrganismTaxon
NCBITaxon:102274	unclassified Phyllobacteriaceae	biolink:OrganismTaxon
NCBITaxon:1609545	unclassified Mollicutes	biolink:OrganismTaxon
NCBITaxon:1283313	Alloprevotella	biolink:OrganismTaxon
NCBITaxon:203473	unclassified Sphingobacteriales	biolink:OrganismTaxon
NCBITaxon:32	Myxococcus	biolink:OrganismTaxon
NCBITaxon:185291	unclassified Bacteroidales	biolink:OrganismTaxon
NCBITaxon:28453	Sphingobacterium	biolink:OrganismTaxon
NCBITaxon:69278	Aquamicrobium	biolink:OrganismTaxon
NCBITaxon:1348911	Coprobacter	biolink:OrganismTaxon
UMLS:C5538374	Erysipelotrichaceae incertae sedis	biolink:OrganismTaxon
UMLS:C2317481	Gemmiger	biolink:OrganismTaxon
UMLS:C2660975	Paraprevotella	biolink:OrganismTaxon
UMLS:C2651796	Pseudolabrys	biolink:OrganismTaxon
NCBITaxon:153027	Desulforegula	biolink:OrganismTaxon
NCBITaxon:253238	Ethanoligenens	biolink:OrganismTaxon
UMLS:C1064749	Olsenella	biolink:OrganismTaxon
UMLS:C1016530	Hallella	biolink:OrganismTaxon
NCBITaxon:696745	Alkalibaculum	biolink:OrganismTaxon
NCBITaxon:830	Butyrivibrio	biolink:OrganismTaxon
UMLS:C5891334	Xylanibacter	biolink:OrganismTaxon
NCBITaxon:189326	Gelria	biolink:OrganismTaxon
NCBITaxon:2152	Asteroleplasma	biolink:OrganismTaxon
NCBITaxon:1266	Sarcina	biolink:OrganismTaxon
UMLS:C2312288	Sharpea	biolink:OrganismTaxon
NCBITaxon:100175	Papillibacter	biolink:OrganismTaxon
UMLS:C0314771	Acetivibrio	biolink:OrganismTaxon
UMLS:C1082766	Sporobacter	biolink:OrganismTaxon
UMLS:C3576107	Saccharofermentans	biolink:OrganismTaxon
UMLS:C1496815	Acetanaerobacterium	biolink:OrganismTaxon
UMLS:C1195697	Schwartzia <eudicots>	biolink:OrganismTaxon
NCBITaxon:200677	Meniscus	biolink:OrganismTaxon
NCBITaxon:146	Spirochaeta	biolink:OrganismTaxon
NCBITaxon:29521	Brachyspira	biolink:OrganismTaxon
NCBITaxon:482	Neisseria	biolink:OrganismTaxon
UMLS:C3417585	Cucumibacter	biolink:OrganismTaxon
NCBITaxon:34096	Brevinema	biolink:OrganismTaxon
NCBITaxon:404402	Howardella	biolink:OrganismTaxon
NCBITaxon:454159	Kiloniella	biolink:OrganismTaxon
NCBITaxon:80865	Delftia	biolink:OrganismTaxon
NCBITaxon:693074	Caldisericum	biolink:OrganismTaxon
UMLS:C1051340	Anaerovorax	biolink:OrganismTaxon
NCBITaxon:832	Fibrobacter	biolink:OrganismTaxon
NCBITaxon:56112	Dehalobacter	biolink:OrganismTaxon
NCBITaxon:174708	Allobaculum	biolink:OrganismTaxon
UMLS:C2615319	Haloactinospora	biolink:OrganismTaxon
UMLS:C2584419	Vampirovibrio	biolink:OrganismTaxon
UMLS:C2816948	Caldicoprobacter	biolink:OrganismTaxon
NCBITaxon:1146845	Dongia	biolink:OrganismTaxon
UMLS:C1495787	Genus Lentisphaera	biolink:OrganismTaxon
UMLS:C0995495	Rhodocyclus	biolink:OrganismTaxon
NCBITaxon:183669	Macromonas	biolink:OrganismTaxon
UMLS:C0317737	Mitsuokella	biolink:OrganismTaxon
NCBITaxon:346096	Paludibacter	biolink:OrganismTaxon
UMLS:C0314849	Anaeroplasma	biolink:OrganismTaxon
NCBITaxon:342658	Gracilibacter	biolink:OrganismTaxon
UMLS:C1476021	Nitrincola	biolink:OrganismTaxon
UMLS:C1930325	Mariprofundus	biolink:OrganismTaxon
UMLS:C2275146	Elusimicrobium	biolink:OrganismTaxon
GO:0007173	epidermal growth factor receptor signaling pathway	biolink:Pathway
GO:0030595	leukocyte chemotaxis	biolink:BiologicalProcess
GO:0001771	immunological synapse formation	biolink:BiologicalProcess
UMLS:C1512588	IL12 Signaling Pathway	biolink:BiologicalProcess
UMLS:C3549144	interleukin-33-mediated signaling pathway	biolink:BiologicalProcess
UMLS:C0009547	Complement Pathway, Classical	biolink:MolecularActivity
GO:0006957	complement activation, alternative pathway	biolink:BiologicalProcess
UMLS:C1517754	Lectin Induced Complement Pathway	biolink:MolecularActivity
UMLS:C1515165	TNFR1 Signaling Pathway	biolink:BiologicalProcess
UMLS:C1512592	IL22 Signaling Pathway	biolink:BiologicalProcess
PR:000005308	CCAAT/enhancer-binding protein beta	biolink:Protein
UMLS:C1880904	Gamma-Enolase	biolink:Protein
PR:000003447	E3 SUMO-protein ligase PIAS4	biolink:Protein
PR:000001365	interleukin-10 receptor subunit alpha	biolink:Protein
UniProtKB:P40763	STAT3_HUMAN Signal transducer and activator of transcription 3 (sprot)	biolink:Protein
UMLS:C0063700	Interferon Regulatory Factor 1	biolink:Protein
UniProtKB:P05412	JUN_HUMAN Transcription factor Jun (sprot)	biolink:Protein
UMLS:C1510444	Myeloid Cell Leukemia Sequence 1 Protein	biolink:Protein
PR:000011574	2'-5'-oligoadenylate synthase 1	biolink:Protein
UniProtKB:P01106	MYC_HUMAN Myc proto-oncogene protein (sprot)	biolink:Protein
UniProtKB:P84022	SMAD3_HUMAN Mothers against decapentaplegic homolog 3 (sprot)	biolink:Protein
UniProtKB:Q15796	SMAD2_HUMAN Mothers against decapentaplegic homolog 2 (sprot)	biolink:Protein
MESH:D053759	interleukin-23	biolink:Protein
UniProtKB:P16234	PGFRA_HUMAN Platelet-derived growth factor receptor alpha (sprot)	biolink:Protein
MESH:D018664	interleukin-12	biolink:Protein
PR:000002087	signal transducer and activator of transcription 1	biolink:Protein
UniProtKB:Q5S007	LRRK2_HUMAN Leucine-rich repeat serine/threonine-protein kinase 2 (sprot)	biolink:Protein
UniProtKB:P05113	interleukin-5	biolink:Protein
PR:000001155	Toll-like receptor 4	biolink:Protein
PR:000001408	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	biolink:Protein
PR:000005173	CD59 glycoprotein	biolink:Protein
PR:000007309	fatty acid-binding protein, liver	biolink:Protein
UniProtKB:O95390	GDF11_HUMAN Growth/differentiation factor 11 (sprot)	biolink:Protein
UMLS:C0213553	betacellulin	biolink:Protein
UniProtKB:Q16665	HIF1A_HUMAN Hypoxia-inducible factor 1-alpha (sprot)	biolink:Protein
